A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	0	#	#	0	0.03138053448818035	0.5004170141784821	3	0	9997	416	0.3333333333333333	0	1200	2398
0	0	1	0	1	1	1	1.0	1.0	24	0	9950	418	1.0	0	149	149
1	1	0	#	#	#	1	0.03138075295533349	0.5004177109440268	11	0	9967	418	0.5	0	599	1197
1	1	0	1	1	#	1	0.03125	0.5	5	0	9966	425	0.8333333333333334	0	150	300
0	0	1	1	1	0	1	1.0	1.0	34	0	9960	430	1.0	0	149	149
1	0	0	#	#	#	0	0.03151216295962109	0.5008361204013378	2	0	9992	434	0.5	0	599	1196
1	#	#	0	#	0	1	0.0009724764701697729	0.24979044425817268	1	0	9971	436	0.5	0	298	1193
1	1	1	0	1	1	1	1.0	1.0	22	0	9945	440	1.0	0	149	149
0	1	0	#	#	#	0	0.03125	0.5	10	0	9990	442	0.5	0	597	1194
0	1	#	1	0	1	1	1.0	1.0	33	0	9996	444	0.8333333333333334	0	299	299
#	1	0	#	1	#	1	0.03138119209081088	0.5004191114836547	2	0	9987	447	0.5	0	597	1193
0	#	1	1	1	#	1	1.0	1.0	29	0	9982	448	0.6666666666666666	0	596	596
0	1	0	1	#	#	1	1.0	1.0	32	0	9987	451	0.6666666666666666	0	596	596
0	#	1	0	#	0	0	0.030989150041069852	0.4991624790619765	7	0	9946	455	0.6666666666666666	0	298	597
1	0	1	1	1	0	1	1.0	1.0	29	0	9998	456	1.0	0	150	150
0	0	1	0	1	0	1	1.0	1.0	26	0	9954	458	1.0	0	149	149
#	0	0	1	0	#	0	1.0	1.0	24	0	9988	458	0.6666666666666666	0	596	596
1	#	1	#	0	0	0	1.0	1.0	17	0	9989	460	0.6666666666666666	0	596	596
#	1	0	#	#	#	1	0.03125	0.5	2	0	9987	461	0.3333333333333333	0	1192	2384
1	#	1	0	1	#	1	0.2373046875	0.75	13	0	9963	462	0.6666666666666666	0	447	596
1	#	1	#	1	1	0	0.0	0.0	5	0	467	467	0.6666666666666666	0	0	596
#	0	0	#	0	1	0	1.0	1.0	27	0	9993	468	0.6666666666666666	0	596	596
#	#	#	0	0	0	0	0.5126013993190355	0.874895046179681	12	0	9997	470	0.5	0	1042	1191
0	1	0	1	1	#	1	1.0	1.0	24	0	9987	471	0.8333333333333334	0	298	298
1	0	1	#	0	1	0	1.0	1.0	27	0	9984	474	0.8333333333333334	0	298	298
1	1	1	1	1	#	1	0.03125	0.5	13	0	9951	474	0.8333333333333334	0	149	298
1	0	0	1	0	1	1	0.0	0.0	4	0	477	477	1.0	0	0	149
#	0	0	0	0	0	0	1.0	1.0	26	0	9997	479	0.8333333333333334	0	298	298
#	0	#	#	0	1	0	0.2373046875	0.75	11	0	9993	481	0.5	0	894	1192
1	1	1	0	1	1	0	0.0	0.0	4	0	484	484	1.0	0	0	148
1	#	1	#	#	1	1	0.23597599718269105	0.7491582491582491	3	0	9985	485	0.5	0	890	1188
1	0	#	0	0	1	0	1.0	1.0	26	0	9984	486	0.8333333333333334	0	298	298
1	0	0	1	0	#	0	1.0	1.0	33	0	9988	486	0.8333333333333334	0	298	298
1	0	#	1	#	#	0	0.031381412766540204	0.5004198152812762	8	0	9989	487	0.5	0	596	1191
1	1	0	#	1	1	1	1.0	1.0	32	0	9966	490	0.8333333333333334	0	297	297
#	0	#	0	0	#	0	0.23664071285347374	0.7495798319327731	6	0	9997	491	0.5	0	892	1190
0	0	#	0	#	0	0	0.03125	0.5	8	0	9997	492	0.6666666666666666	0	297	594
1	0	0	#	0	1	0	1.0	1.0	27	0	9988	493	0.8333333333333334	0	297	297
#	#	1	1	1	0	1	0.23664071285347374	0.7495798319327731	10	0	9998	493	0.6666666666666666	0	446	595
1	0	0	0	0	#	1	0.0	0.0	3	0	496	496	0.8333333333333334	0	0	297
#	1	0	#	1	1	1	0.23797239863508846	0.7504215851602024	11	0	9987	497	0.6666666666666666	0	445	593
1	0	#	#	0	1	0	1.0	1.0	35	0	9988	498	0.6666666666666666	0	595	595
#	#	0	0	1	#	1	0.007405364846267712	0.37489469250210616	2	0	9971	498	0.5	0	445	1187
#	1	0	1	1	1	0	0.0	0.0	6	0	499	499	0.8333333333333334	0	0	297
#	1	0	0	0	0	0	1.0	1.0	27	0	9990	500	0.8333333333333334	0	297	297
0	0	0	#	0	#	1	0.0	0.0	3	0	503	503	0.6666666666666666	0	0	594
0	0	0	#	#	#	1	0.0	0.0	4	0	503	503	0.5	0	0	1187
1	1	0	#	0	0	0	1.0	1.0	24	0	9952	507	0.8333333333333334	0	296	296
0	#	1	0	#	#	0	0.03125	0.5	4	0	9991	510	0.5	0	593	1186
#	1	#	0	0	0	0	1.0	1.0	23	0	9990	512	0.6666666666666666	0	593	593
1	0	0	#	1	0	1	1.0	1.0	27	0	9971	516	0.8333333333333334	0	296	296
0	#	1	1	#	0	1	1.0	1.0	21	0	9995	521	0.6666666666666666	0	593	593
#	0	1	#	0	0	0	0.030727436538013315	0.4983164983164983	6	0	9989	522	0.6666666666666666	0	296	594
1	0	0	1	0	#	1	0.0	0.0	5	0	522	522	0.8333333333333334	0	0	296
#	0	0	0	0	#	0	1.0	1.0	33	0	9997	527	0.6666666666666666	0	592	592
#	#	1	1	1	1	1	1.0	1.0	20	0	9985	529	0.6666666666666666	0	592	592
0	0	0	1	#	#	0	1.0	1.0	27	0	9970	530	0.6666666666666666	0	592	592
1	#	0	0	0	#	0	0.2373046875	0.75	10	0	9992	535	0.6666666666666666	0	444	592
0	0	0	1	0	#	0	1.0	1.0	37	0	9970	542	0.8333333333333334	0	295	295
1	0	0	#	#	0	0	0.03125	0.5	7	0	9992	542	0.6666666666666666	0	296	592
0	0	1	#	#	#	1	1.0	1.0	26	0	9999	543	0.5	0	1183	1183
0	#	#	#	1	1	0	0.03125	0.5	2	0	9991	545	0.5	0	591	1182
1	1	#	1	#	#	1	0.03111792073015071	0.4995766299745978	9	0	9967	545	0.5	0	590	1181
#	0	1	0	1	1	1	1.0	1.0	15	0	9958	551	0.8333333333333334	0	294	294
0	#	1	0	1	#	1	0.030985619117579983	0.499151103565365	3	0	9954	553	0.6666666666666666	0	294	589
1	1	1	#	#	#	1	0.030854435482558982	0.49872773536895676	9	0	9951	555	0.5	0	588	1179
0	0	1	0	1	1	0	0.0	0.0	4	0	556	556	1.0	0	0	147
0	0	#	#	0	0	0	0.030986510779808785	0.49915397631133673	5	0	9997	562	0.6666666666666666	0	295	591
0	1	0	1	0	1	1	1.0	1.0	31	0	9937	562	1.0	0	147	147
#	1	1	1	#	#	1	0.2363017105445819	0.7493649449618967	9	0	9996	565	0.5	0	885	1181
0	#	0	#	#	1	0	0.23696941673201644	0.7497879558948262	6	0	9993	569	0.5	0	884	1179
1	0	1	#	0	#	1	0.0	0.0	3	0	570	570	0.6666666666666666	0	0	591
0	0	1	1	1	1	1	1.0	1.0	35	0	9982	572	1.0	0	148	148
0	1	0	1	0	#	1	1.0	1.0	24	0	9956	575	0.8333333333333334	0	294	294
#	1	0	#	#	#	0	0.031316461056368164	0.5002124946876328	5	0	9990	581	0.3333333333333333	0	1177	2353
#	#	0	0	0	1	0	0.2373046875	0.75	7	0	9993	588	0.6666666666666666	0	441	588
#	1	0	#	0	#	0	0.03125	0.5	2	0	9990	590	0.5	0	588	1176
#	0	0	1	#	0	0	0.2373046875	0.75	14	0	9978	590	0.6666666666666666	0	441	588
1	1	1	#	0	0	0	1.0	1.0	33	0	9979	592	0.8333333333333334	0	294	294
1	0	0	0	#	0	0	0.03125	0.5	13	0	9992	596	0.8333333333333334	0	147	294
0	0	0	#	#	1	0	1.0	1.0	28	0	9993	599	0.6666666666666666	0	588	588
#	1	0	0	1	1	0	0.030720351259372992	0.49829351535836175	5	0	9936	601	0.8333333333333334	0	146	293
#	0	1	#	#	0	1	0.2373046875	0.75	8	0	9999	602	0.5	0	882	1176
0	#	#	1	#	0	0	0.0009518615250825906	0.24872231686541738	1	0	9944	603	0.5	0	292	1174
1	#	#	#	0	#	0	0.2381477472140728	0.7505321413367391	2	0	9992	604	0.3333333333333333	0	1763	2349
#	0	0	#	0	0	0	1.0	1.0	31	0	9997	604	0.6666666666666666	0	587	587
0	#	#	0	#	0	0	0.23663167407236005	0.7495741056218058	13	0	9997	605	0.5	0	880	1174
0	0	#	1	1	0	1	0.03178692900760871	0.5017064846416383	6	0	9960	609	0.8333333333333334	0	147	293
0	#	0	1	0	1	1	0.030720351259372992	0.49829351535836175	5	0	9937	613	0.8333333333333334	0	146	293
0	1	0	0	#	#	0	1.0	1.0	34	0	9990	613	0.6666666666666666	0	587	587
0	1	0	0	#	0	0	1.0	1.0	42	0	9990	614	0.8333333333333334	0	294	294
#	0	1	#	0	0	1	0.03125	0.5	3	0	9999	614	0.6666666666666666	0	294	588
#	0	1	1	0	0	0	0.03125	0.5	4	0	9989	620	0.8333333333333334	0	147	294
#	#	0	0	1	1	0	0.031518008721293775	0.5008547008547009	5	0	9986	624	0.6666666666666666	0	293	585
1	#	1	1	0	1	1	0.030720351259372992	0.49829351535836175	7	0	9938	626	0.8333333333333334	0	146	293
0	1	#	1	#	#	1	1.0	1.0	27	0	9996	633	0.5	0	1171	1171
#	#	0	1	0	#	0	0.09561242405719207	0.6253207869974337	3	0	9988	635	0.5	0	731	1169
0	0	#	0	0	0	0	0.03125	0.5	10	0	9997	637	0.8333333333333334	0	147	294
1	1	0	#	#	0	0	1.0	1.0	34	0	9977	639	0.6666666666666666	0	584	584
1	1	0	1	0	1	0	0.0	0.0	2	0	642	642	1.0	0	0	146
1	0	#	#	0	0	0	1.0	1.0	35	0	9992	642	0.6666666666666666	0	586	586
1	#	0	#	1	0	1	0.03125	0.5	3	0	9971	643	0.6666666666666666	0	292	584
#	#	#	1	0	0	0	0.09496022714768416	0.6244653550042771	6	0	9989	650	0.5	0	730	1169
#	#	0	0	1	#	0	0.095367431640625	0.625	5	0	9986	655	0.5	0	730	1168
1	0	0	#	0	#	1	0.0	0.0	4	0	661	661	0.6666666666666666	0	0	584
#	0	#	0	0	1	0	0.2373046875	0.75	6	0	9993	661	0.6666666666666666	0	438	584
1	#	0	0	0	1	0	0.03125	0.5	4	0	9959	667	0.8333333333333334	0	146	292
1	0	#	0	0	0	0	1.0	1.0	36	0	9992	667	0.8333333333333334	0	292	292
0	0	#	1	0	0	0	0.03071673607964869	0.49828178694158076	6	0	9943	668	0.8333333333333334	0	145	291
1	1	0	1	0	1	1	1.0	1.0	26	0	9967	674	1.0	0	146	146
1	1	0	0	1	#	1	0.03071673607964869	0.49828178694158076	8	0	9955	675	0.8333333333333334	0	145	291
0	1	#	1	1	#	1	1.0	1.0	30	0	9987	676	0.6666666666666666	0	584	584
1	1	1	0	0	0	0	1.0	1.0	36	0	9957	677	1.0	0	145	145
#	#	#	0	0	1	0	0.09594183371418719	0.6257510729613734	4	0	9993	677	0.5	0	729	1165
0	#	#	0	1	#	0	0.23832666999850316	0.7506448839208942	8	0	9991	680	0.5	0	873	1163
0	#	0	1	#	#	1	0.03138458205741605	0.5004299226139295	3	0	9987	681	0.5	0	582	1163
0	0	1	0	#	#	1	1.0	1.0	24	0	9999	682	0.6666666666666666	0	582	582
0	1	#	0	#	0	0	1.0	1.0	35	0	9990	683	0.6666666666666666	0	582	582
0	1	0	0	#	0	1	0.0	0.0	1	0	685	685	0.8333333333333334	0	0	292
0	1	0	0	0	1	0	1.0	1.0	29	0	9969	687	1.0	0	146	146
#	#	#	1	0	#	1	0.031116109879993938	0.4995708154506438	2	0	9996	687	0.3333333333333333	0	1164	2330
#	#	1	#	1	0	1	0.09544946107981178	0.6251074806534824	7	0	9998	689	0.5	0	727	1163
#	#	#	#	0	1	1	0.031182911145415906	0.4997851310700473	1	0	9996	692	0.3333333333333333	0	1163	2327
1	#	#	#	0	0	0	1.0	1.0	30	0	9992	693	0.5	0	1164	1164
1	#	1	0	#	1	1	0.2373046875	0.75	9	0	9958	708	0.6666666666666666	0	435	580
0	1	0	1	#	0	0	0.0	0.0	4	0	709	709	0.8333333333333334	0	0	290
0	1	0	1	#	1	0	0.0	0.0	6	0	712	712	0.8333333333333334	0	0	290
1	1	1	1	0	#	1	0.03125	0.5	7	0	9938	714	0.8333333333333334	0	145	290
1	#	1	#	1	1	1	1.0	1.0	26	0	9985	719	0.6666666666666666	0	580	580
1	0	1	0	1	#	1	1.0	1.0	34	0	9963	719	0.8333333333333334	0	290	290
#	0	#	0	0	0	0	0.2373046875	0.75	8	0	9997	720	0.6666666666666666	0	435	580
0	#	0	0	#	#	1	0.0	0.0	2	0	721	721	0.5	0	0	1159
1	1	1	1	0	0	0	1.0	1.0	29	0	9979	721	1.0	0	145	145
1	1	0	1	#	0	0	1.0	1.0	31	0	9977	722	0.8333333333333334	0	290	290
#	1	0	#	#	1	1	0.2379885622264012	0.7504317789291882	10	0	9987	722	0.5	0	869	1158
1	#	#	1	#	1	0	0.0009807827292312942	0.25021570319240727	2	0	9988	723	0.5	0	290	1159
0	1	#	0	#	#	0	1.0	1.0	22	0	9991	724	0.5	0	1158	1158
1	1	1	0	#	0	0	1.0	1.0	22	0	9968	725	0.8333333333333334	0	290	290
0	0	1	1	0	0	1	1.0	1.0	19	0	9995	725	1.0	0	145	145
1	0	0	1	1	#	1	1.0	1.0	20	0	9965	728	0.8333333333333334	0	289	289
1	0	#	1	#	#	1	0.031115417943443937	0.4995685936151855	4	0	9998	732	0.5	0	579	1159
0	#	1	#	1	#	1	0.2383302032032043	0.7506471095772217	6	0	9982	733	0.5	0	870	1159
1	#	#	1	0	1	1	0.03098106872590841	0.4991364421416235	8	0	9967	734	0.6666666666666666	0	289	579
#	0	#	1	#	#	0	0.03118262184483501	0.4997842037116962	2	0	9989	735	0.3333333333333333	0	1158	2317
1	1	0	#	0	1	1	1.0	1.0	24	0	9967	735	0.8333333333333334	0	289	289
0	#	1	1	1	1	1	1.0	1.0	19	0	9982	736	0.8333333333333334	0	290	290
0	1	0	0	0	0	0	1.0	1.0	29	0	9990	740	1.0	0	145	145
1	1	#	#	1	1	1	1.0	1.0	25	0	9966	741	0.6666666666666666	0	577	577
0	#	1	1	1	0	1	1.0	1.0	20	0	9981	746	0.8333333333333334	0	289	289
0	#	1	#	#	#	1	0.23833197898266906	0.750648228176318	6	0	9999	746	0.3333333333333333	0	1737	2314
0	0	#	#	1	0	1	0.03125	0.5	11	0	9960	747	0.6666666666666666	0	288	576
#	1	#	0	#	0	0	1.0	1.0	20	0	9990	755	0.5	0	1154	1154
1	0	0	#	#	#	1	0.03084625865653757	0.4987012987012987	3	0	9971	756	0.5	0	576	1155
0	1	0	#	1	1	0	0.03071307121028978	0.4982698961937716	6	0	9936	758	0.8333333333333334	0	144	289
#	#	1	1	1	#	1	0.5113249066908472	0.8744588744588745	14	0	9998	766	0.5	0	1010	1155
0	1	#	0	1	#	0	1.0	1.0	25	0	9991	769	0.6666666666666666	0	577	577
0	1	0	0	0	#	0	1.0	1.0	24	0	9990	772	0.8333333333333334	0	289	289
0	0	0	0	0	1	1	0.0	0.0	6	0	782	782	1.0	0	0	144
1	#	#	#	#	0	0	0.2373046875	0.75	6	0	9994	783	0.3333333333333333	0	1728	2304
1	1	1	0	#	0	1	0.0	0.0	2	0	785	785	0.8333333333333334	0	0	288
1	#	0	#	#	1	0	0.0009808121128102687	0.25021720243266726	2	0	9988	787	0.5	0	288	1151
1	#	0	#	1	1	0	0.0	0.0	3	0	789	789	0.6666666666666666	0	0	575
1	1	1	0	1	#	0	0.03179823223237441	0.5017421602787456	6	0	9968	793	0.8333333333333334	0	144	287
1	1	0	0	0	0	0	1.0	1.0	34	0	9952	794	1.0	0	144	144
0	1	1	#	1	#	1	0.031522685955239375	0.5008695652173913	5	0	9981	798	0.6666666666666666	0	288	575
1	#	1	1	0	0	0	1.0	1.0	15	0	9989	798	0.8333333333333334	0	288	288
0	1	1	#	0	1	1	0.03179823223237441	0.5017421602787456	10	0	9996	799	0.8333333333333334	0	144	287
1	#	1	0	1	1	0	0.0	0.0	2	0	801	801	0.8333333333333334	0	0	287
0	1	0	0	1	#	0	1.0	1.0	37	0	9973	802	0.8333333333333334	0	287	287
#	1	0	0	#	#	0	0.2386859683274897	0.7508710801393729	9	0	9990	806	0.5	0	862	1148
#	1	1	1	0	1	1	1.0	1.0	20	0	9996	809	0.8333333333333334	0	287	287
1	1	#	1	0	#	0	0.03125	0.5	9	0	9979	809	0.6666666666666666	0	287	574
0	0	1	#	0	0	1	1.0	1.0	22	0	9999	812	0.8333333333333334	0	288	288
1	0	#	#	1	#	0	0.0	0.0	1	0	812	812	0.5	0	0	1148
1	1	#	0	#	#	0	0.03125	0.5	12	0	9968	819	0.5	0	572	1144
0	1	0	#	0	1	0	0.03125	0.5	6	0	9969	819	0.8333333333333334	0	143	286
0	#	0	#	1	1	0	0.23592980888821863	0.7491289198606271	7	0	9986	820	0.6666666666666666	0	430	574
1	1	1	0	1	#	1	0.03125	0.5	13	0	9945	821	0.8333333333333334	0	143	286
0	1	1	1	1	0	1	1.0	1.0	20	0	9981	831	1.0	0	143	143
0	0	#	1	#	1	0	0.03125	0.5	5	0	9970	841	0.6666666666666666	0	286	572
1	0	#	0	0	#	0	1.0	1.0	26	0	9992	845	0.6666666666666666	0	572	572
0	#	1	#	0	0	1	0.23799573154992837	0.7504363001745201	4	0	9999	846	0.6666666666666666	0	430	573
1	0	1	1	#	#	0	0.03125	0.5	4	0	9989	846	0.6666666666666666	0	286	572
1	0	1	#	#	1	1	0.03125	0.5	7	0	9985	850	0.6666666666666666	0	286	572
1	#	0	0	0	0	0	1.0	1.0	24	0	9992	852	0.8333333333333334	0	286	286
1	0	1	1	1	1	0	0.0	0.0	3	0	853	853	1.0	0	0	143
1	0	1	0	0	#	0	1.0	1.0	26	0	9984	855	0.8333333333333334	0	286	286
0	1	#	#	0	#	0	0.03111329854743823	0.49956178790534617	3	0	9990	855	0.5	0	570	1141
1	#	0	#	#	0	1	0.0009808419084270355	0.25021872265966755	1	0	9971	863	0.5	0	286	1143
1	#	#	1	0	0	0	1.0	1.0	21	0	9989	865	0.6666666666666666	0	571	571
1	#	1	1	0	#	0	0.2393899531238845	0.7513134851138353	9	0	9989	869	0.6666666666666666	0	429	571
#	#	#	#	1	#	1	0.09522122026565075	0.6248082401928555	3	0	9998	872	0.16666666666666666	0	2851	4563
1	0	1	1	0	1	0	1.0	1.0	18	0	9980	875	1.0	0	143	143
0	1	0	0	1	0	0	1.0	1.0	30	0	9973	877	1.0	0	143	143
1	#	1	1	#	1	1	0.2359201831861144	0.7491228070175439	8	0	9985	877	0.6666666666666666	0	427	570
1	1	#	#	0	1	1	1.0	1.0	28	0	9967	880	0.6666666666666666	0	568	568
#	1	0	1	0	1	1	1.0	1.0	33	0	9967	882	0.8333333333333334	0	284	284
#	1	0	#	0	0	0	0.23800059519641134	0.7504393673110721	9	0	9990	883	0.6666666666666666	0	427	569
1	1	#	0	#	0	1	0.0	0.0	2	0	886	886	0.6666666666666666	0	0	568
0	0	1	1	0	1	1	1.0	1.0	23	0	9983	891	1.0	0	143	143
0	0	0	#	1	1	0	1.0	1.0	20	0	9986	897	0.8333333333333334	0	285	285
#	1	#	1	0	1	1	1.0	1.0	28	0	9996	898	0.6666666666666666	0	569	569
1	1	1	#	0	1	1	1.0	1.0	18	0	9949	904	0.8333333333333334	0	284	284
1	1	1	1	0	1	0	0.0	0.0	2	0	911	911	1.0	0	0	142
1	0	#	1	0	0	0	1.0	1.0	19	0	9989	912	0.8333333333333334	0	284	284
#	0	0	1	0	1	0	1.0	1.0	30	0	9988	914	0.8333333333333334	0	284	284
1	#	0	#	#	1	1	0.2369564270852916	0.7497797356828194	7	0	9967	915	0.5	0	851	1135
1	#	1	#	0	#	0	0.2383519263287364	0.7506607929515419	7	0	9989	918	0.5	0	852	1135
#	1	1	1	0	#	1	0.2366079625334324	0.7495590828924162	8	0	9996	919	0.6666666666666666	0	425	567
1	#	0	#	0	1	0	0.03125	0.5	4	0	9988	923	0.6666666666666666	0	284	568
#	0	#	1	0	0	0	0.2366079625334324	0.7495590828924162	9	0	9989	926	0.6666666666666666	0	425	567
0	#	0	1	1	#	1	0.03180603586251066	0.5017667844522968	8	0	9987	945	0.6666666666666666	0	284	566
0	1	0	#	0	#	1	0.0309744285296952	0.49911504424778763	12	0	9956	946	0.6666666666666666	0	282	565
0	#	0	#	1	0	1	0.0009765625	0.25	1	0	9974	951	0.6666666666666666	0	141	564
1	0	0	0	0	0	1	0.0	0.0	1	0	953	953	1.0	0	0	142
0	1	#	#	#	#	1	0.03125	0.5	4	0	9996	960	0.3333333333333333	0	1130	2260
1	0	#	#	#	1	0	0.03138864219565842	0.5004428697962799	2	0	9988	961	0.5	0	565	1129
0	#	#	1	1	#	1	0.23765521134949744	0.75022143489814	8	0	9987	961	0.5	0	847	1129
1	0	1	#	0	0	0	1.0	1.0	31	0	9989	965	0.8333333333333334	0	282	282
#	0	#	0	1	#	1	0.2373046875	0.75	5	0	9971	966	0.5	0	846	1128
1	1	1	1	#	1	1	1.0	1.0	30	0	9951	970	0.8333333333333334	0	282	282
1	#	#	1	#	0	0	0.2373046875	0.75	9	0	9994	978	0.5	0	846	1128
0	1	1	1	0	1	1	1.0	1.0	27	0	9996	979	1.0	0	141	141
0	0	0	1	1	1	0	1.0	1.0	22	0	9961	981	1.0	0	141	141
0	0	0	#	1	0	0	1.0	1.0	27	0	9953	984	0.8333333333333334	0	281	281
0	1	#	0	#	1	1	0.0	0.0	4	0	985	985	0.6666666666666666	0	0	562
0	0	1	#	0	1	1	1.0	1.0	17	0	9983	987	0.8333333333333334	0	282	282
1	#	0	0	#	0	0	0.2373046875	0.75	10	0	9992	989	0.6666666666666666	0	423	564
0	0	0	1	#	0	1	0.0	0.0	5	0	990	990	0.8333333333333334	0	0	280
1	1	0	0	0	1	0	0.0	0.0	6	0	991	991	1.0	0	0	140
0	0	0	1	0	0	0	1.0	1.0	25	0	9943	991	1.0	0	140	140
1	1	1	1	#	0	0	1.0	1.0	15	0	9994	1011	0.8333333333333334	0	282	282
#	0	#	#	0	#	0	0.23712903636965593	0.7498889382496668	3	0	9997	1016	0.3333333333333333	0	1688	2251
1	0	0	0	0	#	0	1.0	1.0	29	0	9992	1018	0.8333333333333334	0	281	281
1	0	#	#	0	#	1	0.0	0.0	1	0	1019	1019	0.5	0	0	1125
#	1	#	#	1	#	1	0.03125	0.5	2	0	9987	1020	0.3333333333333333	0	1122	2244
1	0	0	1	#	0	1	0.03125	0.5	4	0	9965	1023	0.8333333333333334	0	140	280
1	1	1	0	#	1	1	1.0	1.0	25	0	9949	1029	0.8333333333333334	0	280	280
0	0	#	0	1	#	1	0.03125	0.5	5	0	9954	1035	0.6666666666666666	0	280	560
0	#	#	0	1	0	0	0.2373046875	0.75	11	0	9973	1038	0.6666666666666666	0	420	560
#	0	1	1	0	1	1	0.03125	0.5	7	0	9983	1039	0.8333333333333334	0	140	280
#	1	#	#	1	0	1	0.0009765625	0.25	3	0	9981	1044	0.5	0	280	1120
0	0	#	1	#	#	0	0.03125	0.5	4	0	9970	1045	0.5	0	560	1120
0	0	0	1	#	0	0	1.0	1.0	28	0	9944	1046	0.8333333333333334	0	280	280
0	0	1	#	0	#	0	0.0	0.0	1	0	1046	1046	0.6666666666666666	0	0	560
#	0	1	#	1	#	1	1.0	1.0	30	0	9998	1047	0.5	0	1120	1120
1	#	0	1	0	0	0	1.0	1.0	19	0	9978	1049	0.8333333333333334	0	280	280
1	1	#	#	0	0	0	1.0	1.0	41	0	9979	1050	0.6666666666666666	0	560	560
#	0	0	#	1	1	0	0.03181406485117637	0.5017921146953405	3	0	9986	1051	0.6666666666666666	0	280	558
0	0	1	#	#	1	1	1.0	1.0	30	0	9983	1057	0.6666666666666666	0	559	559
0	0	1	#	#	0	1	1.0	1.0	20	0	9999	1058	0.6666666666666666	0	559	559
0	#	1	1	#	1	1	1.0	1.0	19	0	9996	1058	0.6666666666666666	0	560	560
1	#	#	0	0	#	0	0.23908038061951487	0.7511190689346464	11	0	9992	1059	0.5	0	839	1117
0	0	1	1	0	#	1	1.0	1.0	32	0	9995	1064	0.8333333333333334	0	280	280
0	#	1	0	0	1	1	0.03181406485117637	0.5017921146953405	3	0	9976	1065	0.8333333333333334	0	140	279
0	0	1	#	1	1	1	1.0	1.0	30	0	9982	1065	0.8333333333333334	0	279	279
1	0	1	1	1	0	0	0.0	0.0	1	0	1067	1067	1.0	0	0	140
1	0	#	1	1	0	1	1.0	1.0	21	0	9998	1070	0.8333333333333334	0	279	279
0	0	0	1	#	1	0	1.0	1.0	28	0	9970	1071	0.8333333333333334	0	279	279
1	1	#	0	#	0	0	1.0	1.0	26	0	9968	1072	0.6666666666666666	0	556	556
1	1	#	#	#	0	0	1.0	1.0	24	0	9994	1078	0.5	0	1115	1115
1	0	#	0	1	0	1	1.0	1.0	11	0	9971	1081	0.8333333333333334	0	278	278
1	1	1	1	0	#	0	0.03181406485117637	0.5017921146953405	9	0	9979	1081	0.8333333333333334	0	140	279
1	1	1	0	1	0	0	1.0	1.0	29	0	9968	1082	1.0	0	139	139
1	0	#	0	#	0	0	0.0315315297117641	0.5008976660682226	7	0	9992	1083	0.6666666666666666	0	279	557
1	#	#	0	0	0	0	1.0	1.0	33	0	9992	1086	0.6666666666666666	0	557	557
1	#	1	#	#	0	0	0.2369501839967111	0.7497757847533633	7	0	9994	1088	0.5	0	836	1115
1	0	1	0	0	1	0	1.0	1.0	18	0	9984	1092	1.0	0	139	139
#	0	0	#	0	0	1	0.0	0.0	2	0	1097	1097	0.6666666666666666	0	0	557
0	0	0	0	1	#	1	0.0	0.0	6	0	1103	1103	0.8333333333333334	0	0	278
1	#	1	1	0	0	1	0.0	0.0	1	0	1105	1105	0.8333333333333334	0	0	278
0	0	#	#	#	1	0	0.03125	0.5	9	0	9993	1108	0.5	0	556	1112
#	0	0	0	1	#	0	0.03153254788919896	0.5009009009009009	7	0	9986	1116	0.6666666666666666	0	278	555
1	#	1	1	0	1	0	0.031818166927715774	0.5018050541516246	2	0	9980	1120	0.8333333333333334	0	139	277
#	0	0	0	#	0	0	0.2365929163048813	0.7495495495495496	7	0	9997	1123	0.6666666666666666	0	416	555
#	#	#	1	0	#	0	0.03132047809494448	0.5002253267237494	3	0	9989	1124	0.3333333333333333	0	1110	2219
#	1	0	#	#	0	0	0.23766153658962869	0.7502254283137962	11	0	9990	1127	0.5	0	832	1109
#	1	1	0	0	0	0	1.0	1.0	23	0	9957	1136	0.8333333333333334	0	276	276
0	1	#	#	0	#	1	0.03139140248384227	0.5004516711833785	4	0	9996	1138	0.5	0	554	1107
1	1	#	0	0	0	0	1.0	1.0	40	0	9957	1139	0.8333333333333334	0	276	276
1	1	#	1	#	1	0	0.0	0.0	4	0	1141	1141	0.6666666666666666	0	0	552
0	#	0	1	0	0	0	0.03125	0.5	5	0	9943	1142	0.8333333333333334	0	138	276
0	1	0	#	0	#	0	0.03153357345797731	0.5009041591320073	4	0	9990	1144	0.6666666666666666	0	277	553
0	1	0	#	1	0	0	0.03125	0.5	7	0	9973	1152	0.8333333333333334	0	138	276
1	#	#	0	#	0	0	0.2373046875	0.75	9	0	9992	1166	0.5	0	828	1104
0	#	#	1	0	0	0	0.0009502652359279294	0.24863883847549909	1	0	9943	1176	0.6666666666666666	0	137	551
#	1	0	0	1	#	0	0.23658775543365188	0.7495462794918331	9	0	9973	1178	0.6666666666666666	0	413	551
1	0	1	0	0	1	1	0.0	0.0	4	0	1179	1179	1.0	0	0	138
1	#	0	#	0	0	0	1.0	1.0	17	0	9992	1183	0.6666666666666666	0	551	551
