A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	#	0	0	#	0	0.2222903719323048	0.7402597402597403	1	0	974	371	0.5	0	57	77
#	1	1	1	0	0	1	0.03125	0.5	2	0	949	372	0.8333333333333334	0	10	20
0	#	#	0	#	#	0	0.22733534048886378	0.7435897435897436	2	0	977	372	0.3333333333333333	0	116	156
0	1	1	0	0	0	0	1.0	1.0	2	0	946	373	1.0	0	9	9
0	#	1	#	0	1	1	0.22733534048886378	0.7435897435897436	1	0	975	375	0.6666666666666666	0	29	39
#	#	#	0	0	0	0	0.49879304321641177	0.8701298701298701	4	0	986	378	0.5	0	67	77
#	1	0	0	1	#	0	0.22733534048886378	0.7435897435897436	2	0	977	379	0.6666666666666666	0	29	39
0	0	0	#	1	0	1	0.0	0.0	1	0	380	380	0.8333333333333334	0	0	19
#	0	#	0	#	0	0	0.02932159417985371	0.4936708860759494	1	0	986	383	0.5	0	39	79
1	#	#	0	0	#	0	0.22733534048886378	0.7435897435897436	3	0	986	385	0.5	0	58	78
#	1	1	#	#	0	1	0.0006980859538110558	0.23376623376623376	1	0	949	389	0.5	0	18	77
#	#	#	1	0	1	1	0.09413531084148427	0.6233766233766234	1	0	997	389	0.5	0	48	77
0	0	0	#	#	1	0	1.0	1.0	3	0	965	390	0.6666666666666666	0	36	36
#	1	#	#	1	#	1	0.029194814734023078	0.49324324324324326	1	0	987	391	0.3333333333333333	0	73	148
0	#	1	0	0	1	1	0.03125	0.5	1	0	975	394	0.8333333333333334	0	10	20
0	#	#	0	1	#	0	0.22680616162054318	0.7432432432432432	4	0	977	398	0.5	0	55	74
1	#	0	#	1	1	0	0.0	0.0	1	0	399	399	0.6666666666666666	0	0	38
0	0	#	1	1	#	1	0.040386107340619246	0.5263157894736842	1	0	999	401	0.6666666666666666	0	20	38
1	0	0	#	0	1	0	1.0	1.0	3	0	998	401	0.8333333333333334	0	19	19
#	1	0	0	1	0	0	1.0	1.0	6	0	977	402	0.8333333333333334	0	18	18
0	1	#	0	0	1	0	1.0	1.0	6	0	974	402	0.8333333333333334	0	18	18
1	0	0	1	0	#	0	1.0	1.0	4	0	998	407	0.8333333333333334	0	19	19
0	1	#	1	0	1	1	1.0	1.0	3	0	990	408	0.8333333333333334	0	19	19
1	1	0	0	1	#	0	0.03125	0.5	4	0	941	414	0.8333333333333334	0	9	18
1	1	#	#	#	0	0	1.0	1.0	2	0	984	414	0.5	0	72	72
0	#	0	#	1	0	0	0.2373046875	0.75	3	0	977	419	0.6666666666666666	0	27	36
1	0	0	1	0	1	0	1.0	1.0	2	0	998	422	1.0	0	9	9
#	1	0	0	#	1	0	0.03125	0.5	2	0	964	430	0.6666666666666666	0	18	36
#	0	0	0	#	1	0	0.22621766644850363	0.7428571428571429	4	0	969	434	0.6666666666666666	0	26	35
#	#	0	0	0	#	1	3.51335752960076e-05	0.12857142857142856	1	0	988	436	0.5	0	9	70
#	#	#	#	1	0	1	0.03125	0.5	1	0	999	436	0.3333333333333333	0	70	140
#	#	#	0	1	#	0	0.030157451412708515	0.49645390070921985	2	0	977	438	0.3333333333333333	0	70	141
1	#	#	#	0	1	0	0.03125	0.5	1	0	998	439	0.5	0	35	70
1	0	0	#	1	#	1	1.0	1.0	2	0	994	443	0.6666666666666666	0	35	35
#	#	0	0	0	1	0	0.22621766644850363	0.7428571428571429	3	0	969	443	0.6666666666666666	0	26	35
0	1	0	1	1	0	1	1.0	1.0	3	0	960	444	1.0	0	9	9
1	#	1	0	1	#	1	0.22621766644850363	0.7428571428571429	1	0	992	445	0.6666666666666666	0	26	35
1	1	#	0	1	#	0	0.036280637324889	0.5151515151515151	1	0	967	446	0.6666666666666666	0	17	33
#	1	1	#	#	1	1	0.2373046875	0.75	3	0	997	447	0.5	0	51	68
#	0	#	#	0	0	0	0.2373046875	0.75	5	0	986	450	0.5	0	51	68
#	0	0	#	0	1	0	1.0	1.0	4	0	998	451	0.6666666666666666	0	35	35
0	1	1	0	#	0	0	1.0	1.0	6	0	973	456	0.8333333333333334	0	17	17
0	0	0	0	0	0	0	1.0	1.0	4	0	938	458	1.0	0	8	8
0	0	#	0	#	#	0	0.02679354721185501	0.48484848484848486	2	0	968	459	0.5	0	32	66
0	1	0	#	0	1	1	0.04158799090330928	0.5294117647058824	2	0	990	461	0.8333333333333334	0	9	17
#	1	#	0	#	1	0	0.02679354721185501	0.48484848484848486	1	0	974	462	0.5	0	32	66
1	0	0	0	#	0	1	0.03125	0.5	1	0	993	466	0.8333333333333334	0	9	18
0	#	#	#	#	1	0	0.02679354721185501	0.48484848484848486	1	0	974	466	0.3333333333333333	0	64	132
1	0	1	0	0	0	0	1.0	1.0	5	0	981	469	1.0	0	8	8
1	#	#	#	0	1	1	0.0335810884056647	0.5072463768115942	1	0	997	470	0.5	0	35	69
#	0	1	#	#	1	1	0.2255592918474078	0.7424242424242424	1	0	989	474	0.5	0	49	66
#	#	0	1	0	#	0	0.0858114558416252	0.6119402985074627	1	0	998	474	0.5	0	41	67
0	#	1	0	#	#	0	0.03125	0.5	3	0	974	476	0.5	0	32	64
0	1	#	1	0	#	1	1.0	1.0	4	0	996	478	0.6666666666666666	0	33	33
1	0	1	0	0	#	0	1.0	1.0	4	0	981	483	0.8333333333333334	0	16	16
1	1	#	0	0	0	1	0.0	0.0	1	0	485	485	0.8333333333333334	0	0	16
1	1	#	0	0	1	1	1.0	1.0	1	0	988	486	0.8333333333333334	0	16	16
0	0	0	1	1	0	1	0.0	0.0	1	0	490	490	1.0	0	0	8
1	0	#	#	0	#	0	1.0	1.0	2	0	998	490	0.5	0	64	64
1	1	1	#	#	0	0	1.0	1.0	2	0	984	491	0.6666666666666666	0	32	32
#	0	0	0	0	#	0	1.0	1.0	5	0	986	491	0.6666666666666666	0	31	31
0	#	#	1	#	#	1	0.2373046875	0.75	1	0	999	493	0.3333333333333333	0	96	128
0	0	0	0	0	#	1	0.0	0.0	1	0	494	494	0.8333333333333334	0	0	14
0	1	0	1	#	1	0	0.0	0.0	1	0	496	496	0.8333333333333334	0	0	16
1	0	#	1	0	1	0	1.0	1.0	3	0	998	496	0.8333333333333334	0	16	16
0	#	1	1	0	1	1	1.0	1.0	2	0	972	499	0.8333333333333334	0	15	15
1	0	#	0	1	1	1	1.0	1.0	1	0	994	502	0.8333333333333334	0	16	16
1	0	0	0	#	#	1	0.03125	0.5	2	0	994	503	0.6666666666666666	0	16	32
#	0	#	1	0	#	0	0.2503403425672665	0.7580645161290323	2	0	998	506	0.5	0	47	62
#	#	#	1	#	1	1	0.23089142719765482	0.7459016393442623	1	0	997	511	0.3333333333333333	0	91	122
0	1	1	0	1	0	0	1.0	1.0	4	0	973	511	1.0	0	8	8
#	#	0	#	1	1	0	0.007620614715431956	0.3770491803278688	1	0	964	512	0.5	0	23	61
#	#	1	#	0	0	0	0.10682523578800285	0.639344262295082	2	0	984	513	0.5	0	39	61
0	#	0	#	0	1	1	0.0015975701800030801	0.27586206896551724	2	0	990	518	0.6666666666666666	0	8	29
1	0	#	#	#	1	0	0.026524537874001226	0.4838709677419355	2	0	998	521	0.5	0	30	62
1	1	1	0	0	#	0	0.03125	0.5	3	0	984	524	0.8333333333333334	0	8	16
1	0	0	#	#	#	0	0.028771141871245298	0.4918032786885246	1	0	998	526	0.5	0	30	61
0	0	#	0	0	#	0	0.03125	0.5	1	0	942	527	0.6666666666666666	0	14	28
1	#	0	1	0	#	0	0.25126003423796484	0.7586206896551724	2	0	998	527	0.6666666666666666	0	22	29
1	1	#	0	#	0	0	1.0	1.0	6	0	984	532	0.6666666666666666	0	29	29
0	1	#	#	1	0	0	0.03125	0.5	1	0	977	532	0.6666666666666666	0	14	28
1	1	0	0	#	0	1	0.0	0.0	2	0	535	535	0.8333333333333334	0	0	14
1	1	#	#	1	0	0	1.0	1.0	2	0	978	537	0.6666666666666666	0	28	28
0	1	0	1	0	1	1	1.0	1.0	1	0	990	538	1.0	0	8	8
0	0	0	1	0	1	1	0.0	0.0	1	0	539	539	1.0	0	0	7
1	0	0	#	#	1	0	0.03125	0.5	1	0	998	542	0.6666666666666666	0	15	30
1	1	#	1	0	0	0	1.0	1.0	1	0	966	542	0.8333333333333334	0	14	14
#	0	0	1	#	#	0	0.24432505180968345	0.7543859649122807	2	0	998	549	0.5	0	43	57
0	1	#	0	#	#	0	1.0	1.0	4	0	977	559	0.5	0	55	55
1	1	#	#	1	#	0	0.03431148168782393	0.5094339622641509	2	0	978	560	0.5	0	27	53
0	0	#	0	#	1	0	0.02587604756236833	0.48148148148148145	2	0	963	562	0.6666666666666666	0	13	27
0	#	1	0	#	0	0	0.02587604756236833	0.48148148148148145	1	0	973	566	0.6666666666666666	0	13	27
0	1	1	0	0	#	0	1.0	1.0	4	0	974	567	0.8333333333333334	0	13	13
#	#	1	0	1	0	0	0.03125	0.5	1	0	973	569	0.6666666666666666	0	14	28
1	0	#	1	0	0	0	1.0	1.0	3	0	976	570	0.8333333333333334	0	14	14
0	0	#	0	1	1	0	0.03125	0.5	1	0	963	574	0.8333333333333334	0	7	14
1	#	0	1	0	1	0	0.04526613752481193	0.5384615384615384	1	0	998	574	0.8333333333333334	0	7	13
1	0	0	0	1	#	1	1.0	1.0	2	0	994	578	0.8333333333333334	0	14	14
0	0	#	0	0	1	0	0.02094302882090425	0.46153846153846156	1	0	942	578	0.8333333333333334	0	6	13
#	0	0	1	0	0	0	1.0	1.0	1	0	958	584	0.8333333333333334	0	12	12
#	0	1	#	1	0	1	1.0	1.0	1	0	999	585	0.6666666666666666	0	28	28
#	1	#	0	1	#	0	0.2535525376	0.76	3	0	977	586	0.5	0	38	50
0	0	0	1	#	#	1	0.0	0.0	1	0	591	591	0.6666666666666666	0	0	24
1	#	0	1	0	0	0	1.0	1.0	2	0	962	592	0.8333333333333334	0	12	12
1	#	#	#	1	1	1	1.0	1.0	1	0	994	594	0.5	0	52	52
#	0	#	#	1	0	1	0.2693290743429045	0.7692307692307693	3	0	999	596	0.5	0	40	52
1	1	0	0	0	1	0	0.0	0.0	2	0	600	600	1.0	0	0	7
1	#	0	0	#	1	1	0.2693290743429045	0.7692307692307693	1	0	994	601	0.6666666666666666	0	20	26
0	0	0	1	1	0	0	1.0	1.0	1	0	944	601	1.0	0	6	6
1	0	1	0	0	1	0	1.0	1.0	3	0	947	603	1.0	0	6	6
1	0	1	#	1	#	1	1.0	1.0	1	0	995	607	0.6666666666666666	0	26	26
0	0	0	1	1	#	0	1.0	1.0	2	0	952	610	0.8333333333333334	0	12	12
0	1	1	#	1	0	0	0.03125	0.5	1	0	973	611	0.8333333333333334	0	6	12
1	1	1	1	0	0	0	1.0	1.0	3	0	966	612	1.0	0	6	6
1	0	#	0	0	1	0	1.0	1.0	2	0	969	613	0.8333333333333334	0	12	12
0	1	#	#	0	1	1	0.03125	0.5	2	0	990	615	0.6666666666666666	0	12	24
#	0	1	#	1	#	1	1.0	1.0	1	0	999	616	0.5	0	48	48
#	1	#	#	1	0	1	0.0009765625	0.25	1	0	960	618	0.5	0	12	48
1	1	1	0	#	0	0	1.0	1.0	1	0	984	618	0.8333333333333334	0	12	12
0	1	1	1	0	#	1	1.0	1.0	4	0	972	619	0.8333333333333334	0	12	12
0	1	#	0	0	1	1	0.0	0.0	1	0	620	620	0.8333333333333334	0	0	12
#	1	0	1	0	1	1	1.0	1.0	3	0	990	621	0.8333333333333334	0	11	11
0	#	0	#	1	1	0	0.2373046875	0.75	1	0	964	624	0.6666666666666666	0	18	24
0	0	#	#	1	#	0	0.028064020595835334	0.48936170212765956	1	0	968	626	0.5	0	23	47
0	1	#	0	1	#	0	1.0	1.0	1	0	977	627	0.6666666666666666	0	23	23
1	0	1	#	1	#	0	0.0	0.0	2	0	628	628	0.6666666666666666	0	0	24
1	0	1	#	0	#	0	1.0	1.0	1	0	991	628	0.6666666666666666	0	23	23
1	#	#	0	0	1	0	0.025022128248914022	0.4782608695652174	1	0	969	632	0.6666666666666666	0	11	23
#	#	1	1	0	0	1	0.025022128248914022	0.4782608695652174	1	0	961	633	0.6666666666666666	0	11	23
0	1	1	#	0	#	0	0.03125	0.5	1	0	974	634	0.6666666666666666	0	11	22
0	0	1	1	1	0	1	1.0	1.0	1	0	999	636	1.0	0	6	6
#	1	0	0	1	0	1	0.0	0.0	1	0	636	636	0.8333333333333334	0	0	11
0	1	0	#	1	0	0	0.048282842081079885	0.5454545454545454	1	0	977	640	0.8333333333333334	0	6	11
0	#	0	1	0	1	0	0.03125	0.5	1	0	965	641	0.8333333333333334	0	6	12
1	#	0	0	#	1	0	0.0012081394667748438	0.2608695652173913	1	0	969	646	0.6666666666666666	0	6	23
0	0	#	0	1	1	1	0.048282842081079885	0.5454545454545454	1	0	979	646	0.8333333333333334	0	6	11
#	1	1	0	0	#	0	0.22059995870325735	0.7391304347826086	1	0	984	650	0.6666666666666666	0	17	23
0	1	1	1	0	0	1	1.0	1.0	1	0	949	651	1.0	0	5	5
0	1	1	#	#	#	1	0.0276204464877974	0.4878048780487805	1	0	972	653	0.5	0	20	41
1	0	0	1	#	1	0	0.03125	0.5	1	0	998	655	0.8333333333333334	0	6	12
1	1	0	1	#	0	0	1.0	1.0	1	0	962	656	0.8333333333333334	0	10	10
0	#	0	0	0	1	1	0.0	0.0	1	0	660	660	0.8333333333333334	0	0	10
1	1	0	0	1	1	1	1.0	1.0	1	0	956	666	1.0	0	5	5
0	#	0	1	#	0	1	0.03943364769872244	0.5238095238095238	3	0	996	666	0.6666666666666666	0	11	21
0	1	0	0	#	1	1	0.0	0.0	1	0	667	667	0.8333333333333334	0	0	10
0	1	0	#	1	0	1	0.03125	0.5	1	0	960	669	0.8333333333333334	0	5	10
1	1	#	1	1	0	0	1.0	1.0	3	0	978	669	0.8333333333333334	0	10	10
1	#	1	#	0	0	0	1.0	1.0	3	0	984	677	0.6666666666666666	0	20	20
0	1	#	#	1	#	1	0.03125	0.5	2	0	987	678	0.5	0	20	40
1	1	#	#	#	0	1	0.0	0.0	1	0	679	679	0.5	0	0	40
1	0	1	#	0	0	0	1.0	1.0	1	0	981	681	0.8333333333333334	0	10	10
1	1	1	0	1	0	1	0.0	0.0	1	0	684	684	1.0	0	0	5
#	#	0	1	0	#	1	0.005960972842773589	0.358974358974359	1	0	996	686	0.5	0	14	39
#	0	1	#	0	0	0	0.03125	0.5	1	0	981	687	0.6666666666666666	0	10	20
0	#	1	1	#	1	1	1.0	1.0	1	0	982	688	0.6666666666666666	0	20	20
1	0	#	0	#	1	1	0.040386107340619246	0.5263157894736842	1	0	994	691	0.6666666666666666	0	10	19
0	#	0	1	1	1	0	0.03125	0.5	1	0	952	695	0.8333333333333334	0	5	10
1	#	1	0	0	0	0	1.0	1.0	2	0	984	695	0.8333333333333334	0	10	10
0	#	0	0	#	#	1	0.0	0.0	1	0	699	699	0.5	0	0	37
1	1	0	#	1	0	0	1.0	1.0	1	0	957	701	0.8333333333333334	0	8	8
1	1	0	1	0	1	1	1.0	1.0	1	0	937	709	1.0	0	4	4
1	0	1	0	1	1	1	1.0	1.0	2	0	989	710	1.0	0	5	5
1	0	0	#	#	1	1	0.03125	0.5	1	0	994	710	0.6666666666666666	0	10	20
1	0	0	1	#	#	0	0.03125	0.5	1	0	998	711	0.6666666666666666	0	9	18
1	0	0	0	#	#	0	0.023847592523562257	0.47368421052631576	1	0	986	714	0.6666666666666666	0	9	19
0	#	0	0	1	#	1	0.0	0.0	1	0	717	717	0.6666666666666666	0	0	17
1	0	#	#	1	0	1	1.0	1.0	2	0	995	721	0.6666666666666666	0	19	19
1	0	0	0	1	#	0	0.0	0.0	1	0	725	725	0.8333333333333334	0	0	10
#	0	1	0	#	0	0	0.0007211993883891124	0.23529411764705882	1	0	981	730	0.6666666666666666	0	4	17
1	#	0	0	1	#	1	0.28462802079628785	0.7777777777777778	2	0	994	736	0.6666666666666666	0	14	18
#	0	#	#	0	1	0	0.2495343537242618	0.7575757575757576	1	0	998	737	0.5	0	25	33
1	0	1	#	#	0	0	0.023078380428451596	0.47058823529411764	1	0	981	738	0.6666666666666666	0	8	17
#	0	1	#	#	#	1	0.24345215148144456	0.7538461538461538	1	0	999	739	0.3333333333333333	0	49	65
1	1	1	1	#	0	0	1.0	1.0	2	0	978	741	0.8333333333333334	0	8	8
1	0	0	1	#	0	0	0.03125	0.5	1	0	958	742	0.8333333333333334	0	4	8
#	0	1	#	0	1	0	0.03125	0.5	1	0	991	748	0.6666666666666666	0	8	16
1	0	#	#	#	0	1	0.026524537874001226	0.4838709677419355	1	0	995	749	0.5	0	15	31
#	0	0	#	1	#	0	0.03662616470883121	0.5161290322580645	1	0	968	751	0.5	0	16	31
#	1	#	1	0	1	1	1.0	1.0	1	0	997	752	0.6666666666666666	0	15	15
#	0	0	#	1	0	1	0.03125	0.5	1	0	993	752	0.6666666666666666	0	7	14
0	0	0	1	0	1	0	1.0	1.0	3	0	965	753	1.0	0	4	4
#	0	0	1	1	0	0	0.03125	0.5	1	0	944	753	0.8333333333333334	0	3	6
1	0	#	#	0	1	0	1.0	1.0	1	0	998	755	0.6666666666666666	0	15	15
0	0	1	1	0	#	1	1.0	1.0	1	0	961	758	0.8333333333333334	0	7	7
1	#	1	#	0	1	0	0.022132674897119342	0.4666666666666667	1	0	991	758	0.6666666666666666	0	7	15
#	1	0	#	0	#	0	0.03662616470883121	0.5161290322580645	1	0	962	759	0.5	0	16	31
0	#	#	1	0	1	1	0.21208362139917689	0.7333333333333333	1	0	990	761	0.6666666666666666	0	11	15
1	#	1	#	1	0	1	0.03125	0.5	1	0	995	763	0.6666666666666666	0	8	16
0	0	0	0	1	1	0	1.0	1.0	1	0	963	768	1.0	0	4	4
#	0	1	#	1	0	0	0.0	0.0	1	0	769	769	0.6666666666666666	0	0	16
0	1	0	1	#	#	0	0.0	0.0	1	0	773	773	0.6666666666666666	0	0	15
1	0	1	0	0	1	1	0.0	0.0	1	0	778	778	1.0	0	0	3
#	0	#	1	#	0	0	0.02587604756236833	0.48148148148148145	1	0	976	778	0.5	0	13	27
#	#	#	0	0	#	0	0.2084017036410597	0.7307692307692307	1	0	986	790	0.3333333333333333	0	38	52
1	1	#	0	1	0	0	1.0	1.0	1	0	967	793	0.8333333333333334	0	6	6
0	0	1	1	0	1	1	1.0	1.0	1	0	945	794	1.0	0	3	3
#	0	#	0	0	1	0	0.2373046875	0.75	2	0	969	798	0.6666666666666666	0	9	12
#	#	0	#	1	0	0	0.07775999999999998	0.6	1	0	977	799	0.5	0	15	25
#	0	0	1	1	#	0	0.03125	0.5	2	0	952	800	0.6666666666666666	0	6	12
1	0	1	#	0	#	1	0.0	0.0	1	0	807	807	0.6666666666666666	0	0	12
0	0	0	0	0	1	0	1.0	1.0	2	0	942	810	1.0	0	3	3
1	0	0	#	1	0	0	0.0	0.0	1	0	811	811	0.8333333333333334	0	0	5
0	#	1	#	#	#	1	0.26364723082896674	0.7659574468085106	1	0	999	814	0.3333333333333333	0	36	47
1	0	1	1	0	#	0	1.0	1.0	1	0	991	817	0.8333333333333334	0	6	6
0	1	1	0	0	1	0	1.0	1.0	3	0	974	819	1.0	0	3	3
0	#	0	0	1	1	1	0.0	0.0	1	0	820	820	0.8333333333333334	0	0	6
#	0	1	1	0	#	1	0.019403791345598595	0.45454545454545453	1	0	961	822	0.6666666666666666	0	5	11
#	0	0	0	#	1	1	0.0015088388150337464	0.2727272727272727	1	0	994	827	0.6666666666666666	0	3	11
1	0	#	#	0	#	1	0.0	0.0	1	0	828	828	0.5	0	0	23
1	#	0	#	1	#	1	0.3066820026178275	0.7894736842105263	1	0	994	829	0.5	0	15	19
0	0	0	#	0	1	0	1.0	1.0	3	0	965	839	0.8333333333333334	0	4	4
0	1	1	0	1	#	1	0.0	0.0	1	0	840	840	0.8333333333333334	0	0	5
1	#	1	#	#	#	0	0.027781404364645906	0.4883720930232558	1	0	991	841	0.3333333333333333	0	21	43
0	0	1	1	1	1	1	1.0	1.0	1	0	982	841	1.0	0	3	3
#	0	1	0	1	1	1	1.0	1.0	1	0	989	844	0.8333333333333334	0	6	6
1	1	0	#	1	1	1	1.0	1.0	3	0	956	846	0.8333333333333334	0	4	4
0	#	1	0	#	1	0	0.01734152991583261	0.4444444444444444	1	0	974	849	0.6666666666666666	0	4	9
0	1	0	#	1	#	0	0.01734152991583261	0.4444444444444444	1	0	977	850	0.6666666666666666	0	4	9
1	#	1	0	0	1	0	0.010240000000000003	0.4	1	0	947	851	0.8333333333333334	0	2	5
0	0	0	1	#	1	0	1.0	1.0	1	0	965	856	0.8333333333333334	0	4	4
1	#	#	#	0	0	1	0.0	0.0	1	0	858	858	0.5	0	0	16
0	1	1	#	#	1	0	0.03125	0.5	1	0	974	865	0.6666666666666666	0	4	8
0	#	#	1	#	#	0	0.0007211993883891124	0.23529411764705882	1	0	965	867	0.3333333333333333	0	8	34
1	#	1	1	#	0	0	0.2373046875	0.75	1	0	978	869	0.6666666666666666	0	6	8
#	#	#	#	0	#	1	0.007415771484375	0.375	1	0	997	871	0.16666666666666666	0	24	64
1	0	1	#	1	1	1	1.0	1.0	1	0	989	874	0.8333333333333334	0	4	4
#	0	0	0	0	1	0	1.0	1.0	1	0	969	874	0.8333333333333334	0	4	4
0	0	#	1	0	0	0	0.03125	0.5	1	0	954	876	0.8333333333333334	0	2	4
1	0	0	0	0	0	1	0.0	0.0	1	0	888	888	1.0	0	0	2
#	1	0	0	0	1	0	0.03125	0.5	1	0	959	889	0.8333333333333334	0	2	4
0	1	1	#	#	0	1	0.010240000000000003	0.4	1	0	949	891	0.6666666666666666	0	2	5
1	#	0	0	1	#	0	5.949901826619859e-05	0.14285714285714285	1	0	941	891	0.6666666666666666	0	1	7
0	0	0	1	1	#	1	0.0	0.0	1	0	894	894	0.8333333333333334	0	0	2
0	0	#	1	1	0	0	0.004115226337448558	0.3333333333333333	1	0	944	903	0.8333333333333334	0	1	3
1	0	1	1	1	0	1	1.0	1.0	1	0	995	904	1.0	0	2	2
#	1	0	1	#	0	1	0.07775999999999998	0.6	1	0	996	905	0.6666666666666666	0	3	5
1	#	1	1	0	#	1	0.001903968584518355	0.2857142857142857	1	0	997	908	0.6666666666666666	0	2	7
1	#	#	#	1	0	0	0.012558674125514407	0.4166666666666667	1	0	978	908	0.5	0	5	12
0	1	0	0	0	#	1	0.0	0.0	1	0	911	911	0.8333333333333334	0	0	2
#	#	#	#	1	1	1	0.38470588034229997	0.8260869565217391	1	0	994	912	0.3333333333333333	0	19	23
#	0	1	0	0	#	1	0.010240000000000003	0.4	1	0	975	912	0.6666666666666666	0	2	5
#	1	0	#	1	0	0	0.2373046875	0.75	1	0	977	921	0.6666666666666666	0	3	4
0	0	#	#	#	1	0	0.03125	0.5	1	0	965	924	0.5	0	4	8
0	0	0	1	0	0	0	1.0	1.0	1	0	954	925	1.0	0	1	1
0	#	1	#	0	#	1	0.2373046875	0.75	1	0	975	925	0.5	0	6	8
#	0	1	0	1	1	0	0.0	0.0	1	0	928	928	0.8333333333333334	0	0	2
#	1	#	1	1	0	0	0.03125	0.5	1	0	978	928	0.6666666666666666	0	2	4
0	1	#	#	0	1	0	0.03125	0.5	1	0	974	931	0.6666666666666666	0	2	4
1	1	1	1	#	#	1	0.03125	0.5	1	0	997	933	0.6666666666666666	0	2	4
1	1	#	1	#	0	0	1.0	1.0	1	0	978	936	0.6666666666666666	0	4	4
0	0	#	#	1	1	0	0.03125	0.5	1	0	963	937	0.6666666666666666	0	2	4
1	0	#	#	1	1	1	1.0	1.0	1	0	994	940	0.6666666666666666	0	4	4
0	#	0	1	#	0	0	0.03125	0.5	1	0	954	940	0.6666666666666666	0	2	4
#	1	#	0	1	0	1	0.0	0.0	1	0	941	941	0.6666666666666666	0	0	3
#	1	1	1	#	#	1	0.13168724279835387	0.6666666666666666	1	0	997	948	0.5	0	4	6
0	1	1	0	1	#	0	1.0	1.0	1	0	973	948	0.8333333333333334	0	1	1
1	0	1	0	#	0	0	0.03125	0.5	1	0	981	950	0.8333333333333334	0	1	2
1	0	1	1	0	1	0	1.0	1.0	1	0	991	952	1.0	0	1	1
0	0	#	1	0	1	0	1.0	1.0	2	0	965	952	0.8333333333333334	0	1	1
#	1	0	1	0	1	0	0.0	0.0	1	0	953	953	0.8333333333333334	0	0	1
#	0	1	#	0	#	1	0.03125	0.5	1	0	975	954	0.5	0	3	6
0	#	1	#	#	0	0	0.0003200000000000001	0.2	1	0	973	956	0.5	0	1	5
#	#	0	1	1	0	0	0.03125	0.5	1	0	957	956	0.6666666666666666	0	1	2
#	1	1	#	1	1	0	0.1	1.0	2	0	969	969	0.6666666666666666	0	0	0
#	0	0	0	0	0	1	0.0	0.0	1	0	973	973	0.8333333333333334	0	0	1
#	#	0	0	1	#	1	0.13168724279835387	0.6666666666666666	1	0	994	975	0.5	0	2	3
1	1	1	0	0	0	0	1.0	1.0	1	0	984	978	1.0	0	1	1
1	#	#	#	#	0	0	0.010240000000000003	0.4	1	0	986	981	0.3333333333333333	0	2	5
1	#	1	#	0	#	0	0.03125	0.5	1	0	991	983	0.5	0	2	4
0	0	#	0	#	0	1	0.1	1.0	1	0	988	988	0.6666666666666666	0	0	0
0	1	#	1	#	0	1	1.0	1.0	2	0	996	989	0.6666666666666666	0	1	1
1	1	0	0	1	#	1	0.1	1.0	1	0	991	991	0.8333333333333334	0	0	0
#	1	0	1	#	0	0	0.0	0.0	1	0	995	995	0.6666666666666666	0	0	1
0	1	1	1	#	#	1	0.05658436213991769	0.8333333333333333	1	0	998	998	0.6666666666666666	0	0	0
0	1	0	1	1	#	1	0.1	1.0	1	0	999	999	0.8333333333333334	0	0	0
